verificationKey,scientificName,nameKey,taxonID,kingdom,phylum,class,order,family,genus,species,datasetKey,parentKey,parent,canonicalName,authorship,nameType,rank,taxonomicStatus,acceptedKey,acceptedName,datasetKeys,taxonKeys
5359099,Trifolium suffocatum L.,11455290,gbif:5359099,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium suffocatum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium suffocatum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266653|206101411
5359109,Trifolium squarrosum L.,11454804,gbif:5359109,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium squarrosum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium squarrosum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266750|206105562
5359118,Trifolium retusum L.,11453713,gbif:5359118,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium retusum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium retusum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266686
5359169,Trifolium michelianum Savi,11451288,gbif:5359169,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium michelianum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium michelianum,Savi,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266805|206106607
5359175,Trifolium resupinatum L.,11453630,gbif:5359175,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium resupinatum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium resupinatum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266720|206098763
5359194,Trifolium squamosum L.,11454774,gbif:5359194,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium squamosum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium squamosum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266687
5359249,Trifolium rubens L.,11453872,gbif:5359249,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium rubens,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium rubens,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266735|206105947
5359260,Trifolium patens Schreb.,11452797,gbif:5359260,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium patens,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium patens,Schreb.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266781
5359263,Trifolium spumosum L.,11454758,gbif:5359263,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium spumosum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium spumosum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266813
5359334,Trifolium vesiculosum Savi,11453376,gbif:5359334,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium vesiculosum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium vesiculosum,Savi,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266767|206104545
5359345,Trifolium echinatum M.Bieb.,11452654,gbif:5359345,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium echinatum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium echinatum,M.Bieb.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266743|206105474
5359378,Trifolium incarnatum L.,11451523,gbif:5359378,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium incarnatum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium incarnatum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266717|206098079
5359395,Trifolium angustifolium L.,11450224,gbif:5359395,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium angustifolium,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium angustifolium,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266730|206103298
5359402,Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn.,11451434,gbif:5359402,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium hybridum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,6109535,Trifolium hybridum,Trifolium hybridum elegans,(Savi) Asch. & Graebn.,SCIENTIFIC,SUBSPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266786
5359411,Trifolium pallidum Waldst. & Kit.,11452650,gbif:5359411,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium pallidum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium pallidum,Waldst. & Kit.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266770|206101648
5359445,Trifolium hirtum All.,11451248,gbif:5359445,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium hirtum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium hirtum,All.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266783
5359447,Trifolium isthmocarpum Brot.,11451822,gbif:5359447,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium isthmocarpum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium isthmocarpum,Brot.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266811
5359475,Trifolium strictum L.,11455042,gbif:5359475,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium strictum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium strictum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266797
5359499,Trifolium alpestre L.,11450009,gbif:5359499,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium alpestre,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium alpestre,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266691
5359510,Trifolium tomentosum L.,11455478,gbif:5359510,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium tomentosum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium tomentosum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266689|206105295
5359526,Trifolium purpureum Loisel.,11453270,gbif:5359526,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium purpureum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2973363,Trifolium,Trifolium purpureum,Loisel.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266762
5359660,Glycine max (L.) Merr.,4741533,gbif:5359660,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Glycine max,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7968287,Glycine,Glycine max,(L.) Merr.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266772|206097358
5360221,Thermopsis montana Torr. & A.Gray,11199379,gbif:5360221,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Thermopsis,Thermopsis montana,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8230784,Thermopsis,Thermopsis montana,Torr. & A.Gray,SCIENTIFIC,SPECIES,DOUBTFUL,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206095365
5360402,Trigonella procumbens (Besser) Rchb.,11457220,gbif:5360402,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella procumbens,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2981525,Trigonella,Trigonella procumbens,(Besser) Rchb.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266694|206104770
5360415,Trigonella calliceras Fisch.,11456092,gbif:5360415,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella calliceras,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2981525,Trigonella,Trigonella calliceras,Fisch.,SCIENTIFIC,SPECIES,DOUBTFUL,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266815
5360417,Trigonella stellata Forssk.,11457561,gbif:5360417,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella stellata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2981525,Trigonella,Trigonella stellata,Forssk.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266780
5360429,Trigonella caelesyriaca Boiss.,11456054,gbif:5360429,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella caelesyriaca,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2981525,Trigonella,Trigonella caelesyriaca,Boiss.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266812|206103701
5360451,Trigonella esculenta Willd.,11456350,gbif:5360451,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella esculenta,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2981525,Trigonella,Trigonella esculenta,Willd.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266677
5360465,Trigonella arabica Delile,11458472,gbif:5360465,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella arabica,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2981525,Trigonella,Trigonella arabica,Delile,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266755
5360475,Trigonella foenum-graecum L.,11456396,gbif:5360475,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella foenum-graecum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2981525,Trigonella,Trigonella foenum-graecum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266716
5360498,Trigonella caerulea (L.) Ser.,11456058,gbif:5360498,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella caerulea,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2981525,Trigonella,Trigonella caerulea,(L.) Ser.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266792|206102971
5360508,Trigonella maritima Delile ex Poir.,11456778,gbif:5360508,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella maritima,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2981525,Trigonella,Trigonella maritima,Delile ex Poir.,SCIENTIFIC,SPECIES,DOUBTFUL,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266699
5360523,Trigonella spinosa L.,11457479,gbif:5360523,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella spinosa,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2981525,Trigonella,Trigonella spinosa,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266737
5361762,Myriophyllum heterophyllum Michx.,7291095,gbif:5361762,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,Myriophyllum heterophyllum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2984253,Myriophyllum,Myriophyllum heterophyllum,Michx.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1738f272-6b5d-4f43-9a92-453a8c5ea50a,141264639|206104003|146042187
5361785,Myriophyllum aquaticum (Vell.) Verdc.,7290710,gbif:5361785,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,Myriophyllum aquaticum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2984253,Myriophyllum,Myriophyllum aquaticum,(Vell.) Verdc.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1738f272-6b5d-4f43-9a92-453a8c5ea50a,141264640|206097451|146042173
5361841,Pilea microphylla (L.) Liebm.,8740342,gbif:5361841,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,Pilea microphylla,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2984417,Pilea,Pilea microphylla,(L.) Liebm.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264882|206106675
5361880,Cannabis sativa L.,1948284,gbif:5361880,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,Cannabis sativa,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2984538,Cannabis,Cannabis sativa,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264844|206096695
5361888,Morus nigra L.,7187872,gbif:5361888,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,Morus nigra,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2984545,Morus,Morus nigra,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264673|206098765
5361889,Morus alba L.,7188490,gbif:5361889,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,Morus alba,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2984545,Morus,Morus alba,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264672|206100263
5361909,Ficus carica L.,4441477,gbif:5361909,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus carica,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2984588,Ficus,Ficus carica,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264675|206095075
5361944,Broussonetia papyrifera (L.) L'Hér. ex Vent.,1667878,gbif:5361944,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Broussonetia,Broussonetia papyrifera,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2984643,Broussonetia,Broussonetia papyrifera,(L.) L'Hér. ex Vent.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264674|206102278
5361977,Sedum mexicanum Britton,10257800,gbif:5361977,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum mexicanum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5361975,Sedum,Sedum mexicanum,Britton,SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206095838
5361982,Sedum hispanicum L.,10257191,gbif:5361982,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum hispanicum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5361975,Sedum,Sedum hispanicum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265045|206102042|206105717
5362004,Sedum sarmentosum Bunge,10259348,gbif:5362004,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum sarmentosum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5361975,Sedum,Sedum sarmentosum,Bunge,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265042|206099483
5362046,Sedum spathulifolium Hook.,10260149,gbif:5362046,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum spathulifolium,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5361975,Sedum,Sedum spathulifolium,Hook.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,168400489|206099984
5362054,Crassula helmsii (Kirk) Cockayne,2957050,gbif:5362054,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,Crassula helmsii,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2985823,Crassula,Crassula helmsii,(Kirk) Cockayne,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1738f272-6b5d-4f43-9a92-453a8c5ea50a,141265050|206096283|146042246
5362136,Aruncus dioicus (Walter) Fernald,1017320,gbif:5362136,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Aruncus,Aruncus dioicus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,10811219,Aruncus,Aruncus dioicus,(Walter) Fernald,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265406|206097036
5362215,Cydonia oblonga Mill.,3167504,gbif:5362215,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cydonia,Cydonia oblonga,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2986441,Cydonia,Cydonia oblonga,Mill.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265366|206095494
5362573,Pyrus communis L.,9589302,gbif:5362573,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus communis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2986532,Pyrus,Pyrus communis,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206098546
5363119,Pyrus calleryana Decne.,9588865,gbif:5363119,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus calleryana,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2986532,Pyrus,Pyrus calleryana,Decne.,SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206099230
5363613,Aronia ×prunifolia (Marshall) Rehder,980527,gbif:5363613,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Aronia,Aronia prunifolia,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2988529,Aronia,Aronia prunifolia,(Marshall) Rehder,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141265432
5363627,Aronia melanocarpa (Michx.) Elliott,980350,gbif:5363627,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Aronia,Aronia melanocarpa,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2988529,Aronia,Aronia melanocarpa,(Michx.) Elliott,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265414|206103956
5365305,Potentilla norvegica L.,9140925,gbif:5365305,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla norvegica,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8079058,Potentilla,Potentilla norvegica,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265463|206095824
5365494,Potentilla argyrophylla var. atrosanguinea (G.Lodd. ex D.Don) Hook.fil.,130312806,gbif:5365494,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla argyrophylla,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5365490,Potentilla argyrophylla,Potentilla argyrophylla atrosanguinea,(G.Lodd. ex D.Don) Hook.fil.,SCIENTIFIC,VARIETY,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,163968244|206101729
5365705,Potentilla intermedia L.,9139426,gbif:5365705,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla intermedia,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8079058,Potentilla,Potentilla intermedia,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265461|206098479
5365717,Potentilla indica (Andrews) Th.Wolf,9139263,gbif:5365717,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla indica,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8079058,Potentilla,Potentilla indica,(Andrews) Th.Wolf,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265394|206098792
5365888,Potentilla inclinata Vill.,9139124,gbif:5365888,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla inclinata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8079058,Potentilla,Potentilla inclinata,Vill.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265460|206106170
5366327,Potentilla montana Brot.,9140088,gbif:5366327,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla montana,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8079058,Potentilla,Potentilla montana,Brot.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141265469
5367186,Potentilla rivalis Nutt. ex Torr. & A.Gray,9142908,gbif:5367186,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla rivalis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8079058,Potentilla,Potentilla rivalis,Nutt. ex Torr. & A.Gray,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265458|206100304
5367214,Potentilla nepalensis Hook.,9140594,gbif:5367214,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla nepalensis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8079058,Potentilla,Potentilla nepalensis,Hook.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265434|206102247
5367294,Potentilla recta L.,9142149,gbif:5367294,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla recta,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8079058,Potentilla,Potentilla recta,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206096750
5369784,Geum macrophyllum Willd.,4683374,gbif:5369784,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum macrophyllum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,3024294,Geum,Geum macrophyllum,Willd.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141265385|206099922
5370006,Geum ternatum (Stephan) Smedmark,4683916,gbif:5370006,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum ternatum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,3024294,Geum,Geum ternatum,(Stephan) Smedmark,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141265484
