key,scientificName,canonicalName,authorship,rank,taxonomicStatus,kingdom,phylum,class,order,family,genus,species,parentKey,parent,acceptedKey,accepted,source
3135609,Hieracium astolonum Vuk.,Hieracium astolonum,Vuk.,SPECIES,HOMOTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
11240206,Hieracium bauhinii subsp. thaumasoides (Peter) Zahn,Hieracium bauhinii thaumasoides,(Peter) Zahn,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
11270243,Hieracium branii (Nägeli & Peter) Üksip,Hieracium branii,(Nägeli & Peter) Üksip,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
9543475,"Hieracium florentinum subsp. albidobracteum Zahn, 1923",Hieracium florentinum albidobracteum,"Zahn, 1923",SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
11281998,Hieracium florentinum subsp. anadenodes Zahn,Hieracium florentinum anadenodes,Zahn,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
7645087,Hieracium florentinum subsp. florentinum,Hieracium florentinum florentinum,,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
9454649,Hieracium florentinum subsp. heotinum (Nägeli & Peter) Üksip,Hieracium florentinum heotinum,(Nägeli & Peter) Üksip,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
12290221,Hieracium florentinum subsp. piloselloides (Vill.) Gaudin,Hieracium florentinum piloselloides,(Vill.) Gaudin,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
11352922,Hieracium knappiae Blocki,Hieracium knappiae,Blocki,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
9504081,Hieracium piloselloides subsp. albidobracteum Nägeli & Peter,Hieracium piloselloides albidobracteum,Nägeli & Peter,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
9430231,Hieracium piloselloides subsp. beerianum Dalla Torre & Sarnth.,Hieracium piloselloides beerianum,Dalla Torre & Sarnth.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
9625650,Hieracium piloselloides subsp. parvifloccum Nägeli & Peter,Hieracium piloselloides parvifloccum,Nägeli & Peter,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
7338814,Hieracium piloselloides subsp. piloselloides,Hieracium piloselloides piloselloides,,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
9337289,Hieracium piloselloides subsp. subfrigidarium Nägeli & Peter,Hieracium piloselloides subfrigidarium,Nägeli & Peter,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
7338815,Hieracium piloselloides var. piloselloides,Hieracium piloselloides piloselloides,,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
9461354,Hieracium praealtum subsp. genevensis Zahn,Hieracium praealtum genevensis,Zahn,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
11312989,Pilosella knappiae (Blocki) Schljakov,Pilosella knappiae,(Blocki) Schljakov,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella piloselloides,8179194,Pilosella,8288930,Pilosella piloselloides (Vill.) Soják,gbif synonym
11268336,Tringa rufescens Vieillot,Tringa rufescens,Vieillot,SPECIES,SYNONYM,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris subruficollis,2481739,Calidris,8292425,"Calidris subruficollis (Vieillot, 1819)",gbif synonym
4408581,"Tringa subruficollis Vieillot, 1819",Tringa subruficollis,"Vieillot, 1819",SPECIES,HOMOTYPIC_SYNONYM,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris subruficollis,2481739,Calidris,8292425,"Calidris subruficollis (Vieillot, 1819)",gbif synonym
2481773,"Tryngites subruficollis (Vieillot, 1819)",Tryngites subruficollis,"(Vieillot, 1819) ",SPECIES,HOMOTYPIC_SYNONYM,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris subruficollis,2481739,Calidris,8292425,"Calidris subruficollis (Vieillot, 1819)",gbif synonym
3132584,Adventina ciliata Raf.,Adventina ciliata,Raf.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
5400146,Ageratum perplexans M.F.Johnson,Ageratum perplexans,M.F.Johnson,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3134186,Baziasa urticifolia (Kunth) Steud.,Baziasa urticifolia,(Kunth) Steud.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132568,Galinsoga aristulata E.P.Bicknell,Galinsoga aristulata,E.P.Bicknell,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132569,Galinsoga bicolorata H.St.John & D.White,Galinsoga bicolorata,H.St.John & D.White,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
8145318,Galinsoga brachystephana Otto,Galinsoga brachystephana,Otto,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132586,Galinsoga brachystephana Regel,Galinsoga brachystephana,Regel,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132588,Galinsoga caracasana (DC.) Sch.Bip.,Galinsoga caracasana,(DC.) Sch.Bip.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132590,Galinsoga ciliata (Raf.) S.F.Blake,Galinsoga ciliata,(Raf.) S.F.Blake,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301473,Galinsoga ciliata f. ciliata,Galinsoga ciliata ciliata,,FORM,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
4230490,Galinsoga ciliata f. vargasiana (Thell.) Lousley,Galinsoga ciliata vargasiana,(Thell.) Lousley,FORM,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301465,Galinsoga ciliata subsp. ciliata,Galinsoga ciliata ciliata,,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6077782,Galinsoga ciliata subsp. hispida,Galinsoga ciliata hispida,,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6077781,Galinsoga ciliata subsp. quadriradiata,Galinsoga ciliata quadriradiata,,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11303682,Galinsoga ciliata subsp. vargasiana (Thell.) Lousley,Galinsoga ciliata vargasiana,(Thell.) Lousley,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132565,Galinsoga eligulata Cuatrec.,Galinsoga eligulata,Cuatrec.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132578,Galinsoga hispida (DC.) Hieron.,Galinsoga hispida,(DC.) Hieron.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
7633932,Galinsoga hispida Benth.,Galinsoga hispida,Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11235743,Galinsoga hispida subsp. albiflora Fenzl,Galinsoga hispida albiflora,Fenzl,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11233164,Galinsoga hispida subsp. hispida,Galinsoga hispida hispida,,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301471,Galinsoga hispida var. albiflora Fenzl,Galinsoga hispida albiflora,Fenzl,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301479,Galinsoga hispida var. hispida,Galinsoga hispida hispida,,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301468,"Galinsoga hispida var. purpurascens Fenzl, 1851",Galinsoga hispida purpurascens,"Fenzl, 1851",VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132548,Galinsoga humboldtii Hieron.,Galinsoga humboldtii,Hieron.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301470,"Galinsoga parviflora f. vargasiana Thell., 1916",Galinsoga parviflora vargasiana,"Thell., 1916",FORM,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
10972807,Galinsoga parviflora subsp. caracasana (DC.) A.Gray,Galinsoga parviflora caracasana,(DC.) A.Gray,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11277334,Galinsoga parviflora subsp. discoidea Thell.,Galinsoga parviflora discoidea,Thell.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
4230306,Galinsoga parviflora subsp. hispida (DC.) O.Bolòs & Vigo,Galinsoga parviflora hispida,(DC.) O.Bolòs & Vigo,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301474,"Galinsoga parviflora subsp. quadriradiata (Ruiz & Pav.) Pers., 1807",Galinsoga parviflora quadriradiata,"(Ruiz & Pav.) Pers., 1807",SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11076021,Galinsoga parviflora subsp. quadriradiata (Ruiz & Pav.) Poir.,Galinsoga parviflora quadriradiata,(Ruiz & Pav.) Poir.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
12138472,Galinsoga parviflora subsp. quadriradiata (Ruiz & Pav.) Thell.,Galinsoga parviflora quadriradiata,(Ruiz & Pav.) Thell.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11345346,Galinsoga parviflora subsp. vargasiana Thell.,Galinsoga parviflora vargasiana,Thell.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
4230324,Galinsoga parviflora var. caracasana (DC.) A.Gray,Galinsoga parviflora caracasana,(DC.) A.Gray,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301478,Galinsoga parviflora var. hispida DC.,Galinsoga parviflora hispida,DC.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
4926281,Galinsoga parviflora var. quadriradiata (Ruiz & Pav.) Poir.,Galinsoga parviflora quadriradiata,(Ruiz & Pav.) Poir.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132589,Galinsoga plikeri Giacom.,Galinsoga plikeri,Giacom.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132562,Galinsoga purpurea H.St.John & D.White,Galinsoga purpurea,H.St.John & D.White,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
8561983,Galinsoga quadriradiata f. albiflora Fenzl,Galinsoga quadriradiata albiflora,Fenzl,FORM,HOMOTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
4230270,Galinsoga quadriradiata f. albiflora Fenzl ex Thell.,Galinsoga quadriradiata albiflora,Fenzl ex Thell.,FORM,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301469,Galinsoga quadriradiata f. quadriradiata,Galinsoga quadriradiata quadriradiata,,FORM,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
4230262,Galinsoga quadriradiata f. vargasiana Thell.,Galinsoga quadriradiata vargasiana,Thell.,FORM,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
12343336,Galinsoga quadriradiata subsp. albiflora Fenzl,Galinsoga quadriradiata albiflora,Fenzl,SUBSPECIES,HOMOTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
10981656,Galinsoga quadriradiata subsp. albiflora Fenzl ex Thell.,Galinsoga quadriradiata albiflora,Fenzl ex Thell.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301476,Galinsoga quadriradiata subsp. hispida (DC.) Thell.,Galinsoga quadriradiata hispida,(DC.) Thell.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11010705,Galinsoga quadriradiata subsp. purpurascens Thell.,Galinsoga quadriradiata purpurascens,Thell.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301472,Galinsoga quadriradiata subsp. quadriradiata,Galinsoga quadriradiata quadriradiata,,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11034809,Galinsoga quadriradiata subsp. vargasiana Thell.,Galinsoga quadriradiata vargasiana,Thell.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
4230266,Galinsoga quadriradiata var. hispida (DC.) Thell.,Galinsoga quadriradiata hispida,(DC.) Thell.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132580,Galinsoga urticifolia (Kunth) Benth.,Galinsoga urticifolia,(Kunth) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
5400145,Jaegeria urticaefolia (Kunth) Spreng.,Jaegeria urticaefolia,(Kunth) Spreng.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
5695238,Jaegeria urticifolia (Kunth) Spreng.,Jaegeria urticifolia,(Kunth) Spreng.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132587,Sabazia urticifolia (Kunth) DC.,Sabazia urticifolia,(Kunth) DC.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11025481,Sabazia urticifolia subsp. venezuelensis Steyerm.,Sabazia urticifolia venezuelensis,Steyerm.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
7795075,Sabazia urticifolia var. urticifolia,Sabazia urticifolia urticifolia,,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301475,"Sabazia urticifolia var. venezuelensis Steyerm., 1953",Sabazia urticifolia venezuelensis,"Steyerm., 1953",VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3130502,Stemmatella lehmannii Hieron.,Stemmatella lehmannii,Hieron.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132583,Stemmatella urticifolia (Kunth) O.Hoffm. ex Hieron.,Stemmatella urticifolia,(Kunth) O.Hoffm. ex Hieron.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
8174203,"Stemmatella urticifolia (Kunth) O.Hoffm., 1901",Stemmatella urticifolia,"(Kunth) O.Hoffm., 1901",SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11274698,Stemmatella urticifolia subsp. eglandulosa Hieron.,Stemmatella urticifolia eglandulosa,Hieron.,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
11348079,Stemmatella urticifolia subsp. urticifolia,Stemmatella urticifolia urticifolia,,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
4244792,Stemmatella urticifolia var. eglandulosa Hieron.,Stemmatella urticifolia eglandulosa,Hieron.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
6301477,Stemmatella urticifolia var. urticifolia,Stemmatella urticifolia urticifolia,,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
5400147,Vargasia caracasana DC.,Vargasia caracasana,DC.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
3132581,Vasargia caracasana (DC.) Steud.,Vasargia caracasana,(DC.) Steud.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
5698382,Wiborgia brachystephana Heynh.,Wiborgia brachystephana,Heynh.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
5698371,Wiborgia urticifolia Kunth,Wiborgia urticifolia,Kunth,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,3132547,Galinsoga,8298495,Galinsoga quadriradiata Ruiz & Pav.,gbif synonym
