language,license,rightsHolder,bibliographicCitation,datasetID,institutionCode,datasetName,references,taxonID,acceptedNameUsageID,scientificName,acceptedNameUsage,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,taxonomicStatus,taxonRemarks
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2928861: Petunia integrifolia (Hook.) Schinz & Thell. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2928861,https://www.gbif.org/species/2928861,https://www.gbif.org/species/2928861,Petunia integrifolia (Hook.) Schinz & Thell.,Petunia integrifolia (Hook.) Schinz & Thell.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Petunia,integrifolia,,SPECIES,Schinz & Thell. (Hook.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2928979: Hyoscyamus albus L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2928979,https://www.gbif.org/species/2928979,https://www.gbif.org/species/2928979,Hyoscyamus albus L.,Hyoscyamus albus L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Hyoscyamus,albus,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2929710: Solanum chenopodioides Lam. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2929710,https://www.gbif.org/species/2929710,https://www.gbif.org/species/2929710,Solanum chenopodioides Lam.,Solanum chenopodioides Lam.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,chenopodioides,,SPECIES,Lam.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2929892: Solanum elaeagnifolium Cav. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2929892,https://www.gbif.org/species/2929892,https://www.gbif.org/species/2929892,Solanum elaeagnifolium Cav.,Solanum elaeagnifolium Cav.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,elaeagnifolium,,SPECIES,Cav.,ACCEPTED,"Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/guejza"
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2930137: Solanum lycopersicum L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2930137,https://www.gbif.org/species/2930137,https://www.gbif.org/species/2930137,Solanum lycopersicum L.,Solanum lycopersicum L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,lycopersicum,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2930262: Solanum tuberosum L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2930262,https://www.gbif.org/species/2930262,https://www.gbif.org/species/2930262,Solanum tuberosum L.,Solanum tuberosum L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,tuberosum,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2930805: Solanum sarrachoides Sendtn. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2930805,https://www.gbif.org/species/2930805,https://www.gbif.org/species/2930805,Solanum sarrachoides Sendtn.,Solanum sarrachoides Sendtn.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,sarrachoides,,SPECIES,Sendtn.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2931104: Solanum pseudocapsicum L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2931104,https://www.gbif.org/species/2931104,https://www.gbif.org/species/2931104,Solanum pseudocapsicum L.,Solanum pseudocapsicum L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,pseudocapsicum,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2931914: Solanum viarum Dunal in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2931914,https://www.gbif.org/species/2931914,https://www.gbif.org/species/2931914,Solanum viarum Dunal,Solanum viarum Dunal,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,viarum,,SPECIES,Dunal,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2932011: Solanum carolinense L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2932011,https://www.gbif.org/species/2932011,https://www.gbif.org/species/2932011,Solanum carolinense L.,Solanum carolinense L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,carolinense,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2932184: Solanum sisymbriifolium Lam. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2932184,https://www.gbif.org/species/2932184,https://www.gbif.org/species/2932184,Solanum sisymbriifolium Lam.,Solanum sisymbriifolium Lam.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,sisymbriifolium,,SPECIES,Lam.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2932501: Solanum pygmaeum Cav. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2932501,https://www.gbif.org/species/2932501,https://www.gbif.org/species/2932501,Solanum pygmaeum Cav.,Solanum pygmaeum Cav.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,pygmaeum,,SPECIES,Cav.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2932905: Salpiglossis sinuata Ruiz & Pav. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2932905,https://www.gbif.org/species/2932905,https://www.gbif.org/species/2932905,Salpiglossis sinuata Ruiz & Pav.,Salpiglossis sinuata Ruiz & Pav.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Salpiglossis,sinuata,,SPECIES,Ruiz & Pav.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2932944: Capsicum annuum L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2932944,https://www.gbif.org/species/2932944,https://www.gbif.org/species/2932944,Capsicum annuum L.,Capsicum annuum L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,annuum,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2938473: Biserrula pelecinus L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2938473,https://www.gbif.org/species/2938473,https://www.gbif.org/species/2938473,Biserrula pelecinus L.,Biserrula pelecinus L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Biserrula,pelecinus,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2940408: Cytisophyllum sessilifolium (L.) O.Lang in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2940408,https://www.gbif.org/species/2940408,https://www.gbif.org/species/2940408,Cytisophyllum sessilifolium (L.) O.Lang,Cytisophyllum sessilifolium (L.) O.Lang,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cytisophyllum,sessilifolium,,SPECIES,O.Lang (L.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2947311: Cicer arietinum L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2947311,https://www.gbif.org/species/2947311,https://www.gbif.org/species/2947311,Cicer arietinum L.,Cicer arietinum L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cicer,arietinum,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2948921: Cullen americanum (L.) Rydb. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2948921,https://www.gbif.org/species/2948921,https://www.gbif.org/species/2948921,Cullen americanum (L.) Rydb.,Cullen americanum (L.) Rydb.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cullen,americanum,,SPECIES,Rydb. (L.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2949235: Aeschynomene americana L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2949235,https://www.gbif.org/species/2949235,https://www.gbif.org/species/2949235,Aeschynomene americana L.,Aeschynomene americana L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Aeschynomene,americana,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2949250: Aeschynomene indica L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2949250,https://www.gbif.org/species/2949250,https://www.gbif.org/species/2949250,Aeschynomene indica L.,Aeschynomene indica L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Aeschynomene,indica,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2951968: Ulex minor Roth in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2951968,https://www.gbif.org/species/2951968,https://www.gbif.org/species/2951968,Ulex minor Roth,Ulex minor Roth,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,minor,,SPECIES,Roth,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2951998: Ulex gallii Planch. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2951998,https://www.gbif.org/species/2951998,https://www.gbif.org/species/2951998,Ulex gallii Planch.,Ulex gallii Planch.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,gallii,,SPECIES,Planch.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2956441: Colutea ×media Willd. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2956441,https://www.gbif.org/species/2956441,https://www.gbif.org/species/2956441,Colutea ×media Willd.,Colutea ×media Willd.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Colutea,media,,SPECIES,Willd.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2957408: Senna obtusifolia (L.) H.S.Irwin & Barneby in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2957408,https://www.gbif.org/species/2957408,https://www.gbif.org/species/2957408,Senna obtusifolia (L.) H.S.Irwin & Barneby,Senna obtusifolia (L.) H.S.Irwin & Barneby,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,obtusifolia,,SPECIES,H.S.Irwin & Barneby (L.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2957966: Senna occidentalis (L.) Link in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2957966,https://www.gbif.org/species/2957966,https://www.gbif.org/species/2957966,Senna occidentalis (L.) Link,Senna occidentalis (L.) Link,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,occidentalis,,SPECIES,Link (L.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2959443: Gleditsia triacanthos L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2959443,https://www.gbif.org/species/2959443,https://www.gbif.org/species/2959443,Gleditsia triacanthos L.,Gleditsia triacanthos L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,triacanthos,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2963569: Styphnolobium japonicum (L.) Schott in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2963569,https://www.gbif.org/species/2963569,https://www.gbif.org/species/2963569,Styphnolobium japonicum (L.) Schott,Styphnolobium japonicum (L.) Schott,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Styphnolobium,japonicum,,SPECIES,Schott (L.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/2963817: Lupinus luteus L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/2963817,https://www.gbif.org/species/2963817,https://www.gbif.org/species/2963817,Lupinus luteus L.,Lupinus luteus L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,luteus,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
